RACE,DATE,COND,DIST,SURF,FIN,ODDS,HORSE,JOCKEY,TRAINER,SIRE,BR-SIRE,LAST RACE,WATCH,NOTES,START_TIME,END_TIME
3,2016-08-13,MSW,7.0,D,4,11.7,Confederate,"Rosario, Joel","Matz, Michael",Union Rags,Pleasant Tap,,,,2016-08-13 15:00:00,2016-08-13 15:01:31.000
3,2016-08-13,MSW,7.0,D,5,1.15,Leviathan,"Velazquez, John","Pletcher, Todd",Candy Ride (ARG),Rock Hard Ten,,,,2016-08-13 15:00:00,2016-08-13 15:01:31.000
3,2016-08-13,MSW,7.0,D,6,20.5,Arch of the Diver,"Franco, Manuel","Albertrani, Thomas",Arch,E Dubai,,,,2016-08-13 15:00:00,2016-08-13 15:01:31.000
5,2016-08-13,MSW,7.0,D,1,1.6,Thirst for Victory,"Velazquez, John","Pletcher, Todd",Stay Thirsty,Victory Gallop,,,,2016-08-13 17:00:00,2016-08-13 17:01:31.000
5,2016-08-13,MSW,7.0,D,2,16.9,Adulation,"Franco, Manuel","Wilkes, Ian",To Honor and Serve,Unbridled's Song,,,,2016-08-13 17:00:00,2016-08-13 17:01:31.000
5,2016-08-13,MSW,7.0,D,3,11.5,Baseline,"Carmouche, Kendrick","Albertrani, Thomas",Bellamy Road,Great Above,BEL 1-7/9/16 8,,,2016-08-13 17:00:00,2016-08-13 17:01:31.000
5,2016-08-13,MSW,7.0,D,4,15.3,Perro Rojo,"Santana, Ricardo","Zito, Nicholas",Birdstone,Housebuster,,,,2016-08-13 17:00:00,2016-08-13 17:01:31.000
5,2016-08-13,MSW,7.0,D,5,8.1,Thaddeus,"Alvarado, Junior","Schettino, Dominick",Mineshaft,Souvenir Copy,,,,2016-08-13 17:00:00,2016-08-13 17:01:31.000
5,2016-08-13,MSW,7.0,D,6,2.7,Road to the Roses,"Castellano, Javier","Maker, Michael",Bellamy Road,Victory Gallop,,,,2016-08-13 17:00:00,2016-08-13 17:01:31.000
5,2016-08-13,MSW,7.0,D,7,18.7,Kody's Pursuit,"Saez, Luis","Lukas, D. Wayne",Curlin,Private Account,SAR 1-7/30/16 9,,,2016-08-13 17:00:00,2016-08-13 17:01:31.000
5,2016-08-13,MSW,7.0,D,8,5.4,Any Questions,"Ortiz, Jose","Sciacca, Gary",Lookin at Lucky,Broken Vow,SAR 6-7/23/16 9,,,2016-08-13 17:00:00,2016-08-13 17:01:31.000
5,2016-08-13,MSW,7.0,D,---,32.0,Golden Away,"Castillo, John","Mejia, Jaime",Giant's Causeway,Hansel,SAR 1-8/6/16 9,,"Broke badly, lost jockey",2016-08-13 17:00:00,2016-08-13 17:01:31.000
2,2016-08-14,MSW-F,7.0,D,1,0.6,Asscher,"Velazquez, John","Pletcher, Todd",Harlan's Holiday,Seeking the Gold,BEL 7-7/16/16 2,,Scheduled for 8.5 on the inner turf; moved to dirt,2016-08-14 14:00:00,2016-08-14 14:01:31.000
2,2016-08-14,MSW-F,7.0,D,2,9.2,Fear No Evil,"Saez, Luis","Albertrani, Thomas",Line of David,Itaka,,,,2016-08-14 14:00:00,2016-08-14 14:01:31.000
2,2016-08-14,MSW-F,7.0,D,3,6.3,Sunday Gravy,"Castellano, Javier","Contessa, Gary",Unbridled's Song,Gone West,SAR 6-7/22/16 7,,,2016-08-14 14:00:00,2016-08-14 14:01:31.000
2,2016-08-14,MSW-F,7.0,D,4,7.9,Super Marina,"Franco, Manuel","Weaver, George",Warrior's Reward,Lil's Lad,SAR 2-7/24/16 8,,,2016-08-14 14:00:00,2016-08-14 14:01:31.000
2,2016-08-14,MSW-F,7.0,D,5,3.5,Jaunt,"Ortiz, Jose","McGaughey, Claude",Harlan's Holiday,Unbridled,,,,2016-08-14 14:00:00,2016-08-14 14:01:31.000
4,2016-08-14,MSW-F,6.5,D,1,14.3,Aspen Hilltop,"Saez, Luis","Contessa, Gary",Bernardini,Candy Ride (ARG),,,,2016-08-14 16:00:00,2016-08-14 16:01:24.500
4,2016-08-14,MSW-F,6.5,D,2,13.9,Berned,"Rosario, Joel","Albertrani, Thomas",Bernardini,Giant's Causeway,,,,2016-08-14 16:00:00,2016-08-14 16:01:24.500
4,2016-08-14,MSW-F,6.5,D,3,3.9,Jamyson 'n Ginger,"Ortiz, Irad","Rodriguez, Rudy",Bernardini,Milwaukee Brew,,,,2016-08-14 16:00:00,2016-08-14 16:01:24.500
4,2016-08-14,MSW-F,6.5,D,4,1.25,Torrent,"Santana, Ricardo","Moquett, Ronald",Blame,Yankee Gentleman,SAR 6-7/22/16 3,,,2016-08-14 16:00:00,2016-08-14 16:01:24.500
4,2016-08-14,MSW-F,6.5,D,5,11.3,Thirtydaysinjune,"Alvarado, Junior","Mott, William",Algorithms,Giant's Causeway,,,,2016-08-14 16:00:00,2016-08-14 16:01:24.500
4,2016-08-14,MSW-F,6.5,D,6,12.5,Bemus Point,"Bravo, Joe","Arnold, George",Bernardini,Fusaichi Pegasus,,,,2016-08-14 16:00:00,2016-08-14 16:01:24.500
4,2016-08-14,MSW-F,6.5,D,7,13.9,More Than Treasure,"Luzzi, Michael","Weaver, George",More Than Ready,Out of Place,,,,2016-08-14 16:00:00,2016-08-14 16:01:24.500
4,2016-08-14,MSW-F,6.5,D,8,4.1,Recollection,"Ortiz, Jose","McGaughey, Claude",Distorted Humor,A.P. Indy,,,,2016-08-14 16:00:00,2016-08-14 16:01:24.500
6,2016-08-14,MSW-F,6.5,D,1,1.5,Colorful Charades,"Ortiz, Irad","Rodriguez, Rudy",Discreet Cat,Two Punch,,,,2016-08-14 18:00:00,2016-08-14 18:01:24.500
6,2016-08-14,MSW-F,6.5,D,2,16.5,Tequilita,"Geroux, Florent","Matz, Michael",Union Rags,Mr. Greeley,LRL 7-7/1/16 7,,,2016-08-14 18:00:00,2016-08-14 18:01:24.500
6,2016-08-14,MSW-F,6.5,D,3,11.4,Beautiful Lady,"Flores, David","St. Lewis, Uriah",Bellamy Road,Meadowlake,PRX 6-7/24/16 3,,,2016-08-14 18:00:00,2016-08-14 18:01:24.500
6,2016-08-14,MSW-F,6.5,D,4,1.95,Serious I Candy,"Santana, Ricardo","Asmussen, Steven",Candy Ride (ARG),Stormin Fever,,,,2016-08-14 18:00:00,2016-08-14 18:01:24.500
6,2016-08-14,MSW-F,6.5,D,5,17.1,Elude,"Franco, Manuel","Albertrani, Thomas",Medaglia d'Oro,Roar,,,,2016-08-14 18:00:00,2016-08-14 18:01:24.500
6,2016-08-14,MSW-F,6.5,D,6,11.3,Naples Princess,"DeCarlo, Chris","Mott, William",Distorted Humor,Silver Deputy,,,,2016-08-14 18:00:00,2016-08-14 18:01:24.500
6,2016-08-14,MSW-F,6.5,D,7,4.3,Drip Brew,"Ortiz, Jose","Moquett, Ronald",Yes It's True,Unbridled's Song,,,,2016-08-14 18:00:00,2016-08-14 18:01:24.500
9,2016-08-14,GRD,6.5,D,1,9.2,Gunnevera,"Castellano, Javier","Sano, Antonio",Dialed In,Unbridled,GP 8-7/16/16 1,,,2016-08-14 21:00:00,2016-08-14 21:01:24.500
9,2016-08-14,GRD,6.5,D,2,0.45,Recruiting Ready,"Ortiz, Irad","DePaz, Horacio",Algorithms,Strong Hope,CD 7-7/2/16 2,,DQ'd from second to fourth for interference,2016-08-14 21:00:00,2016-08-14 21:01:24.500
9,2016-08-14,GRD,6.5,D,3,11.2,Tip Tap Tapizar,"Santana, Ricardo","Asmussen, Steven",Tapizar,Storm Cat,CD 7-7/2/16 3,,,2016-08-14 21:00:00,2016-08-14 21:01:24.500
9,2016-08-14,GRD,6.5,D,4,2.4,Sonic Mule,"Velazquez, John","Pletcher, Todd",Distorted Humor,A.P. Indy,MTH 1-7/15/16 1,,,2016-08-14 21:00:00,2016-08-14 21:01:24.500
9,2016-08-14,GRD,6.5,D,5,23.5,Get Lit N Get Wild,"Ortiz, Jose","Rice, Kevin",Wildcat Heir,Tiger Ridge,PID 4-8/2/16 1,,,2016-08-14 21:00:00,2016-08-14 21:01:24.500
3,2016-08-15,MSW-F-NY,6.0,D,1,9.2,Christening,"Ortiz, Irad","Contessa, Gary",Girolamo,Hennessy,BEL 9-7/17/16 5,,,2016-08-15 15:00:00,2016-08-15 15:01:18.000
3,2016-08-15,MSW-F-NY,6.0,D,2,2.3,Paz the Bourbon,"Rosario, Joel","Hennig, Mark",Mission Impazible,More Than Ready,BEL 9-7/17/16 3,,,2016-08-15 15:00:00,2016-08-15 15:01:18.000
3,2016-08-15,MSW-F-NY,6.0,D,3,1.5,Stonecoldfox,"Castellano, Javier","Rice, Linda",Bustin Stones,Tapit,,,,2016-08-15 15:00:00,2016-08-15 15:01:18.000
3,2016-08-15,MSW-F-NY,6.0,D,4,12.0,Ribbonite,"Davis, Dylan","Davis, Robbie",Griffinite,Western Expression,SAR 2-7/22/16 2,,,2016-08-15 15:00:00,2016-08-15 15:01:18.000
3,2016-08-15,MSW-F-NY,6.0,D,5,6.3,Rare Rose,"Franco, Manuel","Englehart, Jeremiah",Run Away and Hide,Elusive Quality,,,,2016-08-15 15:00:00,2016-08-15 15:01:18.000
3,2016-08-15,MSW-F-NY,6.0,D,6,5.1,Seattle Ice Queen,"Ortiz, Jose","Levine, Bruce",Frost Giant,Indian Charlie,SAR 2-7/22/16 3,,,2016-08-15 15:00:00,2016-08-15 15:01:18.000
3,2016-08-15,MSW-F-NY,6.0,D,7,45.0,Heavenly Strut,"Camacho, Samuel","Hertler, John",Utopia,Suave,,,,2016-08-15 15:00:00,2016-08-15 15:01:18.000
5,2016-08-15,MSW-F,5.5,T,1,4.0,Beat the Benchmark,"Ortiz, Jose","Brown, Chad",Speightstown,El Prado (IRE),,,,2016-08-15 17:00:00,2016-08-15 17:01:11.500
5,2016-08-15,MSW-F,5.5,T,2,5.7,Love and Lemons,"Saez, Luis","Wismer, Troy",Lemon Drop Kid,Speightstown,SAR 5-7/27/16 5,,,2016-08-15 17:00:00,2016-08-15 17:01:11.500
5,2016-08-15,MSW-F,5.5,T,3,2.95,Fly Swift,"Ortiz, Irad","Clement, Christophe",City Zip,Rahy,BEL 7-7/16/16 5,,,2016-08-15 17:00:00,2016-08-15 17:01:11.500
5,2016-08-15,MSW-F,5.5,T,4,7.1,Yorkiepoo Princess,"Torres, Jomar","Barker, Edward",Kantharos,Unreal Zeal,,,,2016-08-15 17:00:00,2016-08-15 17:01:11.500
5,2016-08-15,MSW-F,5.5,T,5,4.8,Proud Reunion,"Lezcano, Jose","Proctor, Thomas",Proud Citizen,Harlan's Holiday,,,,2016-08-15 17:00:00,2016-08-15 17:01:11.500
5,2016-08-15,MSW-F,5.5,T,6,4.1,Angelo's Ashes,"Rosario, Joel","Ward, Wesley",Exchange Rate,A.P. Indy,SAR 2-7/24/16 5,,,2016-08-15 17:00:00,2016-08-15 17:01:11.500
5,2016-08-15,MSW-F,5.5,T,7,24.5,Enticing Evening,"Santana, Ricardo","Contessa, Gary",Hansen,Service Stripe,,,,2016-08-15 17:00:00,2016-08-15 17:01:11.500
5,2016-08-15,MSW-F,5.5,T,8,14.9,Daddyisdooley,"Arroyo, Angel","Bush, Tom",Scat Daddy,Cherokee Run,,,,2016-08-15 17:00:00,2016-08-15 17:01:11.500
9,2016-08-17,STK-F,5.5,T,1,9.4,Con Te Partiro,"Velazquez, John","Ward, Wesley",Scat Daddy,Street Cry (IRE),CD 10-5/5/16 4,,,2016-08-17 21:00:00,2016-08-17 21:01:11.500
9,2016-08-17,STK-F,5.5,T,2,20.1,Jazz Lady,"Saez, Luis","Calhoun, Will",Mizzen Mast,Storm Cat,EVD 7-7/16/16 5,,,2016-08-17 21:00:00,2016-08-17 21:01:11.500
9,2016-08-17,STK-F,5.5,T,3,13.7,Heartspoke,"Baird, E.T.","Rivelli, Larry",Arch,Dixie Union,AP 8-7/14/16 1,,,2016-08-17 21:00:00,2016-08-17 21:01:11.500
9,2016-08-17,STK-F,5.5,T,4,3.25,China Grove,"Ortiz, Jose","Colebrook, Ben",City Zip,Distorted Humor,CD 8-7/2/16 8,,,2016-08-17 21:00:00,2016-08-17 21:01:11.500
9,2016-08-17,STK-F,5.5,T,5,3.55,Big City Dreamin,"Ortiz, Irad","Brown, Chad",Iqbaal,Fusaichi Pegasus,PID 2-7/14/16 2,,,2016-08-17 21:00:00,2016-08-17 21:01:11.500
9,2016-08-17,STK-F,5.5,T,6,17.4,Truthful,"Geroux, Florent","Asmussen, Steven",Bodemeister,Vindication,ELP 7-7/23/16 2,,,2016-08-17 21:00:00,2016-08-17 21:01:11.500
9,2016-08-17,STK-F,5.5,T,7,43.5,Kissin Cassie,"Davis, Dylan","Barker, Edward",High Cotton,Kissin Kris,SAR 3-8/4/16 1,,,2016-08-17 21:00:00,2016-08-17 21:01:11.500
9,2016-08-17,STK-F,5.5,T,---,1.2,Lull,"Franco, Manuel","Clement, Christophe",War Front,Tiznow,BEL 7-7/16/16 1,,"Fell at the top of the stretch, clipped heels",2016-08-17 21:00:00,2016-08-17 21:01:11.500
5,2016-08-18,MSW-F-NY,5.5,T,1,2.6,Very Fashionable,"Ortiz, Jose","Hushion, Michael",Old Fashioned,Tale of the Cat,,,,2016-08-18 17:00:00,2016-08-18 17:01:11.500
5,2016-08-18,MSW-F-NY,5.5,T,2,3.35,Divine Cause,"Lopez, Paco","Weaver, George",Creative Cause,Divine Park,,,,2016-08-18 17:00:00,2016-08-18 17:01:11.500
5,2016-08-18,MSW-F-NY,5.5,T,3,6.7,Sharp Lacey,"Santana, Ricardo","Contessa, Gary",Freud,Expelled,,,,2016-08-18 17:00:00,2016-08-18 17:01:11.500
5,2016-08-18,MSW-F-NY,5.5,T,4,9.0,You Promise,"Luzzi, Michael","Brown, Bruce",Sidney's Candy,Capote,SAR 6-8/4/16 9,,,2016-08-18 17:00:00,2016-08-18 17:01:11.500
5,2016-08-18,MSW-F-NY,5.5,T,5,17.9,Impazible Angela,"Arroyo, Angel","Adsit, Abigail",Mission Impazible,Kafwain,,,,2016-08-18 17:00:00,2016-08-18 17:01:11.500
5,2016-08-18,MSW-F-NY,5.5,T,6,11.9,My First Gal,"Geroux, Florent","Hennig, Mark",First Samurai,Indian Charlie,SAR 2-7/31/16 8,,,2016-08-18 17:00:00,2016-08-18 17:01:11.500
5,2016-08-18,MSW-F-NY,5.5,T,7,19.9,Reconsider It,"Camacho, Samuel","Hertler, John",War Chant,Leroidesanimaux (BRZ),,,,2016-08-18 17:00:00,2016-08-18 17:01:11.500
5,2016-08-18,MSW-F-NY,5.5,T,8,5.0,My Mission,"Velazquez, John","Dilger, Michael",Mission Impazible,Cuvee,,,,2016-08-18 17:00:00,2016-08-18 17:01:11.500
5,2016-08-18,MSW-F-NY,5.5,T,9,9.6,Emiliana's Hope,"Franco, Manuel","Donk, David",Here Comes Ben,Entrepreneur (GB),,,,2016-08-18 17:00:00,2016-08-18 17:01:11.500
5,2016-08-18,MSW-F-NY,5.5,T,10,47.25,Anna Liffey,"Torres, Jomar","O'Brien, Colum",Dublin,Sefapiano,,,,2016-08-18 17:00:00,2016-08-18 17:01:11.500
6,2016-08-18,MSW-NY,6.0,D,1,0.65,Mirai,"Ortiz, Jose","Brown, Chad",Trappe Shot,Not For Love,,,,2016-08-18 18:00:00,2016-08-18 18:01:18.000
6,2016-08-18,MSW-NY,6.0,D,2,3.55,Ethan Hunt,"Castellano, Javier","Pletcher, Todd",Mission Impazible,Deputy Minister,BEL 3-7/16/16 2,,,2016-08-18 18:00:00,2016-08-18 18:01:18.000
6,2016-08-18,MSW-NY,6.0,D,3,8.7,Dab,"Santana, Ricardo","Terranova, John",Into Mischief,Conquistador Cielo,,,,2016-08-18 18:00:00,2016-08-18 18:01:18.000
6,2016-08-18,MSW-NY,6.0,D,4,8.3,Blame the Thief,"Lopez, Paco","Hills, Timothy",Blame,Flatter,,,,2016-08-18 18:00:00,2016-08-18 18:01:18.000
6,2016-08-18,MSW-NY,6.0,D,5,18.1,Chatter Pattern,"Ortiz, Irad","Rodriguez, Rudy",Bluegrass Cat,Tiznow,BEL 4-7/10/16 7,,,2016-08-18 18:00:00,2016-08-18 18:01:18.000
6,2016-08-18,MSW-NY,6.0,D,6,34.5,Honor and Pleasure,"Franco, Manuel","Albertrani, Thomas",Twirling Candy,Indian Charlie,,,,2016-08-18 18:00:00,2016-08-18 18:01:18.000
6,2016-08-18,MSW-NY,6.0,D,7,60.25,Shipthegrip,"Arroyo, Angel","Montoya, Marya",Mission Impazible,Silver Deputy,,,,2016-08-18 18:00:00,2016-08-18 18:01:18.000
6,2016-08-18,MSW-NY,6.0,D,8,39.25,Barnacle Bill,"Bridgmohan, Shaun","Dilger, Michael",Eskendereya,Quiet American,,,,2016-08-18 18:00:00,2016-08-18 18:01:18.000
6,2016-08-18,MSW-NY,6.0,D,9,71.0,Pimm's Cup,"Davis, Dylan","McPeek, Kenny",Old Fashioned,Salt Lake,,,,2016-08-18 18:00:00,2016-08-18 18:01:18.000
6,2016-08-18,MSW-NY,6.0,D,10,33.0,Bodie Ramsey,"Rosario, Joel","Maker, Michael",Bodemeister,A.P. Indy,,,,2016-08-18 18:00:00,2016-08-18 18:01:18.000
3,2016-08-19,STK,5.5,T,1,3.5,Harlan's Harmony,"Arroyo, Angel","Terranova, John",Spring at Last,Unbridled's Song,BEL 2-7/14/16 1,,,2016-08-19 15:00:00,2016-08-19 15:01:11.500
3,2016-08-19,STK,5.5,T,2,1.7,Wellabled,"Ortiz, Irad","Rivelli, Larry",Shackleford,In Excess (IRE),AP 1-7/9/16 1,,,2016-08-19 15:00:00,2016-08-19 15:01:11.500
3,2016-08-19,STK,5.5,T,3,3.7,Freud's Friend,"Franco, Manuel","Baker, Charlton",Freud,Millions,SAR 5-7/29/16 1,,,2016-08-19 15:00:00,2016-08-19 15:01:11.500
3,2016-08-19,STK,5.5,T,4,34.75,Gemologister,"Castillo, John","Mejia, Jaime",Gemologist,Rahy,SAR 3-8/11/16 4,,,2016-08-19 15:00:00,2016-08-19 15:01:11.500
3,2016-08-19,STK,5.5,T,5,2.15,Iron Mane,"Velazquez, John","Ward, Wesley",The Factor,Storm Cat,IND 3-7/23/16 1,,,2016-08-19 15:00:00,2016-08-19 15:01:11.500
3,2016-08-19,STK,5.5,T,6,21.5,Mbrace Grace,"Saez, Luis","Mejia, Jaime",Into Mischief,Rahy,,,,2016-08-19 15:00:00,2016-08-19 15:01:11.500
10,2016-08-19,GRD-F,6.5,D,1,8.9,Nonna Mela,"Castellano, Javier","Pletcher, Todd",Arch,Storm Cat,MTH 5-7/2/16 1,,,2016-08-19 22:00:00,2016-08-19 22:01:24.500
10,2016-08-19,GRD-F,6.5,D,2,4.9,Silvertoni,"Rosario, Joel","Ward, Wesley",Tapit,Johannesburg,ASC 6/14/16 9,,,2016-08-19 22:00:00,2016-08-19 22:01:24.500
10,2016-08-19,GRD-F,6.5,D,3,6.8,Olive Branch,"Ortiz, Jose","Violette, Rick",Speightstown,Bernardini,SAR 8-7/22/16 5,,,2016-08-19 22:00:00,2016-08-19 22:01:24.500
10,2016-08-19,GRD-F,6.5,D,4,1.55,Libby's Tail,"Ortiz, Irad","Rodriguez, Rudy",Tiz Wonderful,Marquetry,BEL 1-7/2/16 1,,,2016-08-19 22:00:00,2016-08-19 22:01:24.500
10,2016-08-19,GRD-F,6.5,D,5,1.9,Ever So Clever,"Velazquez, John","Asmussen, Steven",Medaglia d'Oro,Mr. Greeley,CD 4-7/1/16 1,,,2016-08-19 22:00:00,2016-08-19 22:01:24.500
10,2016-08-19,GRD-F,6.5,D,6,36.75,Romantic Music,"Carmouche, Kendrick","Ryan, Derek",Maclean's Music,Badge,MTH 1-8/5/16 1,,,2016-08-19 22:00:00,2016-08-19 22:01:24.500
10,2016-08-19,GRD-F,6.5,D,---,27.0,Dial Me,"Saez, Luis","Lukas, D. Wayne",Dialed In,Tiznow,ELP 7-7/23/16 1,,,2016-08-19 22:00:00,2016-08-19 22:01:24.500
2,2016-08-20,MSW,6.0,D,1,3.15,Blame Will,"Saez, Luis","Lukas, D. Wayne",Blame,Forest Wildcat,SAR 1-8/6/16 3,,,2016-08-20 14:00:00,2016-08-20 14:01:18.000
2,2016-08-20,MSW,6.0,D,2,2.35,Always Dreaming,"Bravo, Joe","Schettino, Dominick",Bodemeister,In Excess (IRE),BEL 2-7/1/16 3,,,2016-08-20 14:00:00,2016-08-20 14:01:18.000
2,2016-08-20,MSW,6.0,D,3,3.5,Driven to Compete,"Velazquez, John","Pletcher, Todd",Overdriven,Grand Slam,,,,2016-08-20 14:00:00,2016-08-20 14:01:18.000
2,2016-08-20,MSW,6.0,D,4,10.9,Rockshaw,"Santana, Ricardo","Moquett, Ronald",Maclean's Music,Trust N Luck,,,,2016-08-20 14:00:00,2016-08-20 14:01:18.000
2,2016-08-20,MSW,6.0,D,5,27.0,Fastlanefrontman,"Franco, Manuel","Albertrani, Thomas",Jersey Town,Bertrando,,,,2016-08-20 14:00:00,2016-08-20 14:01:18.000
2,2016-08-20,MSW,6.0,D,6,38.5,Summer Causeway,"Castillo, John","Mejia, Jaime",Giant's Causeway,Siberian Summer,SAR 2-8/13/16 7,,,2016-08-20 14:00:00,2016-08-20 14:01:18.000
2,2016-08-20,MSW,6.0,D,7,39.5,Killybegs Captain,"Arroyo, Angel","Terranova, John",Mizzen Mast,Holy Bull,,,,2016-08-20 14:00:00,2016-08-20 14:01:18.000
2,2016-08-20,MSW,6.0,D,8,8.5,Union Riches,"Castellano, Javier","Weaver, George",Union Rags,Speightstown,,,,2016-08-20 14:00:00,2016-08-20 14:01:18.000
2,2016-08-20,MSW,6.0,D,9,5.3,Unstabled,"Ortiz, Irad","Asmussen, Steven",Creative Cause,Unbridled's Song,,,,2016-08-20 14:00:00,2016-08-20 14:01:18.000
6,2016-08-20,MSW,8.5,T,1,6.0,Oscar Performance,"Ortiz, Jose","Lynch, Brian",Kitten's Joy,Theatrical (IRE),SAR 2-7/23/16 6,,,2016-08-20 18:00:00,2016-08-20 18:01:50.500
6,2016-08-20,MSW,8.5,T,2,12.8,One of a Kind,"Bravo, Joe","Kenneally, Eddie",Lemon Drop Kid,Dixie Union,SAR 2-7/23/16 7,,,2016-08-20 18:00:00,2016-08-20 18:01:50.500
6,2016-08-20,MSW,8.5,T,3,4.6,Focus Group,"Ortiz, Irad","Brown, Chad",Kitten's Joy,Dynaformer,,,,2016-08-20 18:00:00,2016-08-20 18:01:50.500
6,2016-08-20,MSW,8.5,T,4,12.8,Bonus Points,"Velazquez, John","Pletcher, Todd",Majestic Warrior,Not For Love,,,,2016-08-20 18:00:00,2016-08-20 18:01:50.500
6,2016-08-20,MSW,8.5,T,5,32.0,Bigboldbok,"Franco, Manuel","Weaver, George",Bold Warrior,Johannesburg,,,,2016-08-20 18:00:00,2016-08-20 18:01:50.500
6,2016-08-20,MSW,8.5,T,6,8.0,Rule Yourself,"Santana, Ricardo","DePaz, Horacio",Giant's Causeway,Mr. Greeley,PRX 4-7/11/16 2,,,2016-08-20 18:00:00,2016-08-20 18:01:50.500
6,2016-08-20,MSW,8.5,T,7,3.45,Unbridled Eagle,"Saez, Luis","Lukas, D. Wayne",Mineshaft,Unbridled's Song,SAR 2-7/23/16 3,,,2016-08-20 18:00:00,2016-08-20 18:01:50.500
6,2016-08-20,MSW,8.5,T,8,30.5,Nassau Talent,"Rosario, Joel","Sharp, Joe",Talent Search,Kitten's Joy,,,,2016-08-20 18:00:00,2016-08-20 18:01:50.500
6,2016-08-20,MSW,8.5,T,9,2.35,Our Stormin Norman,"Lezcano, Jose","Casse, Mark",Blame,Stroll,SAR 2-7/23/16 5,,,2016-08-20 18:00:00,2016-08-20 18:01:50.500
6,2016-08-20,MSW,8.5,T,10,29.0,Ruckus,"Cancel, Eric","Nicks, Ralph",Midnight Lute,Forestry,BEL 1-7/9/16 10,,,2016-08-20 18:00:00,2016-08-20 18:01:50.500
7,2016-08-20,MSW,6.0,D,1,3.95,Favorable Outcome,"Castellano, Javier","Brown, Chad",Flatter,Eltish,,,,2016-08-20 19:00:00,2016-08-20 19:01:18.000
7,2016-08-20,MSW,6.0,D,2,9.5,Condo Prince,"Arroyo, Angel","Rodriguez, Rudy",Paddy O'Prado,General Meeting,BEL 1-7/9/16 2,,,2016-08-20 19:00:00,2016-08-20 19:01:18.000
7,2016-08-20,MSW,6.0,D,3,6.2,Emperor John,"Velazquez, John","Pletcher, Todd",Curlin,Eurosilver,MTH 3-7/9/16 2,,,2016-08-20 19:00:00,2016-08-20 19:01:18.000
7,2016-08-20,MSW,6.0,D,4,29.75,Dilettante,"Saez, Luis","Lukas, D. Wayne",Unbridled's Song,Distorted Humor,SAR 6-8/6/16 6,,,2016-08-20 19:00:00,2016-08-20 19:01:18.000
7,2016-08-20,MSW,6.0,D,5,1.4,Seven Forty Seven,"Rosario, Joel","Mason, Ingrid",Tiz Wonderful,Northern Afleet,,,,2016-08-20 19:00:00,2016-08-20 19:01:18.000
7,2016-08-20,MSW,6.0,D,6,10.4,Nerinx,"Santana, Ricardo","Ward, Wesley",Scat Daddy,Syncline,BEL 1-7/9/16 9,,,2016-08-20 19:00:00,2016-08-20 19:01:18.000
7,2016-08-20,MSW,6.0,D,7,7.4,Teletap,"Ortiz, Irad","Asmussen, Steven",Tapit,Wild Again,,,1/2 to Pyro and Longview Drive,2016-08-20 19:00:00,2016-08-20 19:01:18.000
7,2016-08-20,MSW,6.0,D,8,47.25,Prosperity Mo,"Cancel, Eric","Mejia, Jaime",Uncle Mo,Top Account,,,,2016-08-20 19:00:00,2016-08-20 19:01:18.000
7,2016-08-20,MSW,6.0,D,9,14.9,Magnolia Mountain,"Ortiz, Jose","Preciado, Guadalupe",Quality Road,French Deputy,PRX 2-7/24/16 2,,,2016-08-20 19:00:00,2016-08-20 19:01:18.000
7,2016-08-20,MSW,6.0,D,10,38.75,Goatzingis,"Bridgmohan, Shaun","Ronen, Assaf",Bellamy Road,Distorted Humor,,,,2016-08-20 19:00:00,2016-08-20 19:01:18.000
2,2016-08-21,MSW-F,8.5,T,1,2.75,Price too High,"Ortiz, Irad","Ward, Wesley",Scat Daddy,Smart Strike,SAR 2-7/24/16 3,,,2016-08-21 14:00:00,2016-08-21 14:01:50.500
2,2016-08-21,MSW-F,8.5,T,2,6.6,Defrock,"Alvarado, Junior","Mott, William",Blame,Pulpit,SAR 7-7/31/16 7,,,2016-08-21 14:00:00,2016-08-21 14:01:50.500
2,2016-08-21,MSW-F,8.5,T,3,1.95,Wake Island,"Castellano, Javier","Brown, Chad",War Front,Unbridled's Song,,,,2016-08-21 14:00:00,2016-08-21 14:01:50.500
2,2016-08-21,MSW-F,8.5,T,4,6.3,Jetsam Six,"Ortiz, Jose","Rice, Linda",Archarcharch,Crafty Prospector,DEL 6-7/16/16 2,,,2016-08-21 14:00:00,2016-08-21 14:01:50.500
2,2016-08-21,MSW-F,8.5,T,5,7.4,Thunderon the Nile,"Saez, Luis","Cox, Brad",Pioneerof the Nile,Thunder Gulch,,,,2016-08-21 14:00:00,2016-08-21 14:01:50.500
2,2016-08-21,MSW-F,8.5,T,6,9.5,Dumtadumtadum,"Rosario, Joel","Dickinson, Michael",Mineshaft,Orientate,,,,2016-08-21 14:00:00,2016-08-21 14:01:50.500
2,2016-08-21,MSW-F,8.5,T,7,34.25,Via Frattina,"Franco, Manuel","Morley, Thomas",Street Cry (IRE),Dynaformer,,,,2016-08-21 14:00:00,2016-08-21 14:01:50.500
2,2016-08-21,MSW-F,8.5,T,8,26.25,La Manta Gris,"Santana, Ricardo","Arnold, George",Lemon Drop Kid,Lasting Approval,,,,2016-08-21 14:00:00,2016-08-21 14:01:50.500
